id,hhid,Общее телесмотрение,Телесмотрение ночью,Телесмотрение утром,Телесмотрение в рабочее время,Телесмотрение в вечернее время,Телесмотрение в прайм тайм,Общее телесмотрение Пн-Пт,Телесмотрение ночью Пн-Пт,Телесмотрение утром Пн-Пт,Телесмотрение в рабочее время Пн-Пт,Телесмотрение в вечернее время Пн-Пт,Телесмотрение в прайм тайм Пн-Пт,Общее телесмотрение в выходные,Телесмотрение ночью в выходные,Телесмотрение утром в выходные,Телесмотрение в рабочее время в выходные,Телесмотрение вечером в выходные,Телесмотрение в прайм тайм в выходные,Просмотр жанра кино в рабочее время,Просмотр жанра кино в праздники,Просмотр жанра приключения в рабочее время,Просмотр жанра приключение в праздники,Просмотра жанра сад в рабочее время,Просмотр жанра сад в праздники,Просмотра жанра комедия в рабочее время,Просмотр жанра комедия в праздники,Просмотр жанра хоби в рабочее время,Просмотр жанра хобби в праздники,Просмотр жанра спорт в рабочее время,Просмотр жанра спорт в праздники,Просмотр жанра музыка в рабочее время,Просмотр жанра музыка в праздники,Просмотр жанра образования в рабочее время,Просмотр жанра образование в праздники,Размер ДХ,Тип ресивера,Оператор,Есть ли Интернет,Состав ДХ,ФО,Тип нас.пункта,Почтовый индекс
434,5301,2962,53,263.0,1387,699,560,1430.0,44,188,790,248,160,1532,9,75,597,451,400,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,1,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,309076
435,25,190,3,0.0,0,5,182,0.0,0,0,0,0,0,190,3,0,0,5,182,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Город более 400 тыс.,350072
436,2401,74,31,38.0,5,0,0,0.0,0,0,0,0,0,74,31,38,5,0,0,0,0,0,8,0,0,0,0,0,23,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью менее 45 тыс.,412804
437,2746,1717,431,265.0,671,164,186,819.0,111,155,218,149,186,898,320,110,453,15,0,20,13,3,3,30,135,0,0,41,157,0,0,0,0,1,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,347660
438,3451,1628,0,153.0,1036,422,17,1138.0,0,153,739,229,17,490,0,0,297,193,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Сельский населенный пункт,242732
439,4459,488,0,143.0,345,0,0,226.0,0,143,83,0,0,262,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Уральский федеральный округ,Сельский населенный пункт,627624
440,4694,4182,886,587.0,1743,250,716,2138.0,568,296,864,121,289,2044,318,291,879,129,427,314,92,11,25,283,352,11,0,71,1,0,0,0,0,145,58,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Сибирский федеральный округ,Город с численностью менее 45 тыс.,658706
441,2462,96,0,0.0,38,58,0,0.0,0,0,0,0,0,96,0,0,38,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152155
442,4943,613,13,108.0,429,63,0,515.0,12,108,395,0,0,98,1,0,34,63,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,353370
443,5229,2875,42,286.0,1611,522,414,689.0,0,0,361,122,206,2186,42,286,1250,400,208,0,35,0,5,0,27,0,0,0,1,0,72,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,347512
444,1256,2992,257,639.0,1299,471,326,1265.0,146,225,561,221,112,1727,111,414,738,250,214,32,42,21,37,0,6,0,0,57,32,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Южный федеральный округ,Сельский населенный пункт,347662
445,2442,659,23,265.0,371,0,0,265.0,23,180,62,0,0,394,0,85,309,0,0,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,306028
446,4320,3645,124,750.0,2304,260,207,1437.0,44,338,896,132,27,2208,80,412,1408,128,180,44,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,167904
447,5427,452,1,0.0,78,193,180,300.0,1,0,0,119,180,152,0,0,78,74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,152150
448,4500,206,2,0.0,0,107,97,0.0,0,0,0,0,0,206,2,0,0,107,97,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,309850
449,5485,2974,525,594.0,1816,39,0,1282.0,234,226,822,0,0,1692,291,368,994,39,0,143,98,0,26,3,0,82,0,9,92,16,14,0,0,0,63,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,403371
450,4409,891,75,196.0,620,0,0,95.0,0,34,61,0,0,796,75,162,559,0,0,0,73,0,2,2,0,0,0,0,0,2,1,1,0,0,0,9.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,428014
451,993,4,0,2.0,0,2,0,4.0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Приволжский федеральный округ,Город с численностью менее 45 тыс.,606819
452,5281,1096,93,190.0,666,123,24,0.0,0,0,0,0,0,1096,93,190,666,123,24,0,0,0,21,0,3,0,0,0,43,0,0,0,0,0,29,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357815
453,3705,1571,0,104.0,1367,100,0,478.0,0,32,445,1,0,1093,0,72,922,99,0,0,0,0,0,7,0,0,0,0,0,0,1,0,4,0,0,6.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Нет,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,366312
454,3860,312,0,0.0,221,91,0,0.0,0,0,0,0,0,312,0,0,221,91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Северо-Кавказский федеральный округ,Город с численностью от 45 тыс. до 400 тыс.,366525
455,5318,3059,67,634.0,1510,389,459,1897.0,60,339,964,257,277,1162,7,295,546,132,182,19,1,0,0,108,16,14,0,5,0,2,0,0,0,2,6,3.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Нет,Есть члены семьи в возрасте 55+ лет и есть до 18 лет,Северо-Кавказский федеральный округ,Сельский населенный пункт,357808
456,4577,1925,523,280.0,1122,0,0,490.0,83,102,305,0,0,1435,440,178,817,0,0,2,9,7,35,32,169,0,0,62,254,2,0,0,0,4,9,2.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Уральский федеральный округ,Сельский населенный пункт,457006
457,4749,3282,33,145.0,1886,508,710,1393.0,32,145,774,143,299,1889,1,0,1112,365,411,2,1,0,0,6,2,0,0,10,0,1,5,0,0,20,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Город с численностью менее 45 тыс.,309740
458,3439,1817,0,0.0,1364,355,98,1164.0,0,0,897,232,35,653,0,0,467,123,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Южный федеральный округ,Сельский населенный пункт,353546
459,4067,606,93,25.0,488,0,0,379.0,93,0,286,0,0,227,0,25,202,0,0,67,0,9,0,1,0,0,0,2,0,5,0,0,0,0,0,2.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Уральский федеральный округ,Сельский населенный пункт,456660
460,3987,339,0,129.0,210,0,0,2.0,0,0,2,0,0,337,0,129,208,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и есть до 18 лет,Приволжский федеральный округ,Город более 400 тыс.,445012
461,655,959,16,204.0,739,0,0,634.0,16,113,505,0,0,325,0,91,234,0,0,7,0,0,0,9,0,1,0,5,0,0,0,90,29,0,0,3.0,Ресивер с поддержкой HDTV,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,157947
462,4658,949,56,180.0,544,169,0,684.0,56,180,400,48,0,265,0,0,144,121,0,42,0,0,0,5,0,5,0,1,0,0,0,0,0,0,0,4.0,Ресивер с поддержкой HEVC,Подключен только к Триколор ТВ,Есть,Нет членов семьи в возрасте 55+ лет и нет до 18 лет,Центральный федеральный округ,Сельский населенный пункт,309754
463,4744,1445,3,226.0,806,379,31,912.0,2,165,565,180,0,533,1,61,241,199,31,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1.0,Ресивер с поддержкой HEVC,Подключен к Триколор ТВ и к другому оператору спутникового/кабельного ТВ,Есть,Есть члены семьи в возрасте 55+ лет и нет до 18 лет,Северо-Западный федеральный округ,Город с численностью менее 45 тыс.,238711
